flat_id,row_i,q_i,gold,is_mc,question_type,target_predicate_guess,target_score,answer_explanation_mismatch,has_direct_fol_conflict,grammar_flags,expected_verifier_rules,question
generated_v4style_300_195_1,195,1,Yes,False,universal,GetsReturnOffer,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every intern gets a return offer."
generated_v4style_300_196_0,196,0,Unknown,False,universal,SchedulesSession,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all mentors schedules a session?
generated_v4style_300_196_1,196,1,Unknown,False,universal,ProvidesFeedback,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all mentors provides feedback?
generated_v4style_300_197_0,197,0,Yes,False,universal,NotifiesPatrons,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all librarians notifies patrons?
generated_v4style_300_197_1,197,1,No,False,existential,ProcessesReservations,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one librarian processes reservations?
generated_v4style_300_198_0,198,0,No,False,existential,CatalogsNewBooks,1.0,False,False,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one librarian catalogs new books?
generated_v4style_300_198_1,198,1,Yes,False,universal,CompletesInventory,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all librarians inventory?
generated_v4style_300_199_0,199,0,Yes,False,universal,ClearsInterview,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all candidates interview?
generated_v4style_300_199_1,199,1,Unknown,False,universal,StartsPosition,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all candidates position?
generated_v4style_300_200_0,200,0,Yes,False,universal,PassesLabComponent,0.6666666666666666,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all students lab component?
generated_v4style_300_200_1,200,1,No,False,existential,MeetsGraduationRequirement,0.6666666666666666,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student graduation requirement?
generated_v4style_300_201_0,201,0,B,True,mc,JoinsTeam,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every intern joins the team.
B. It cannot be determined whether every intern joins the team.
C. No intern joins the team.
D. Every intern who receives mentor feedback must joins."
generated_v4style_300_201_1,201,1,Unknown,False,other_ynu,JoinsTeam,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If an intern receives mentor feedback, then the intern joins the team."
generated_v4style_300_202_0,202,0,B,True,mc,DesignsStudy,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every researcher reads the literature.
B. It cannot be determined whether every researcher reads the literature.
C. No researcher reads the literature.
D. Every researcher who designs a study must reads."
generated_v4style_300_202_1,202,1,Unknown,False,other_ynu,DesignsStudy,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a researcher designs a study, then the researcher reads the literature."
generated_v4style_300_203_0,203,0,Unknown,False,universal,RegistersForExam,0.3333333333333333,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students exam?
generated_v4style_300_203_1,203,1,Unknown,False,universal,ReviewsMistakes,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students reviews mistakes?
generated_v4style_300_204_0,204,0,A,True,mc,CompletesOnboarding,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one employee receives full benefits.
B. Every employee receives full benefits.
C. No employee receives full benefits.
D. At least one employee completes the onboarding program, but nothing about receives full benefits."
generated_v4style_300_204_1,204,1,Yes,False,universal,LeadsProject,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every employee leads a project."
generated_v4style_300_205_0,205,0,C,True,mc,RegistersForExam,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student registers for the exam.
B. At least one student takes a practice test.
C. No student registers for the exam.
D. Some students reviews mistakes."
generated_v4style_300_205_1,205,1,No,False,existential,TakesPracticeTest,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one student takes a practice test."
generated_v4style_300_206_0,206,0,No,False,existential,SignsUpForEvent,0.25,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one volunteer event?
generated_v4style_300_206_1,206,1,Yes,False,universal,ReceivesCommunityAward,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all volunteers receives a community award?
generated_v4style_300_207_0,207,0,B,True,mc,RegistersForExam,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one student registers for the exam.
B. No student registers for the exam.
C. Every student reviews mistakes.
D. At least one student reviews mistakes."
generated_v4style_300_207_1,207,1,Unknown,False,universal,ImprovesTechnique,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every student improves technique."
generated_v4style_300_208_0,208,0,No,False,existential,JoinsStudyGroup,0.6666666666666666,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student study group?
generated_v4style_300_208_1,208,1,Yes,False,universal,FulfilsTeamworkRequirement,0.6666666666666666,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students teamwork requirement?
generated_v4style_300_209_0,209,0,B,True,mc,PassesCodeReview,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one developer writes the code.
B. No developer writes the code.
C. Every developer passes the code review.
D. At least one developer passes the code review."
generated_v4style_300_209_1,209,1,Unknown,False,universal,MergesBranch,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every developer merges the branch."
generated_v4style_300_210_0,210,0,Yes,False,universal,ConductsExperiment,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all researchers conducts experiments?
generated_v4style_300_210_1,210,1,Unknown,False,universal,PresentsAtConference,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all researchers presents at a conference?
generated_v4style_300_211_0,211,0,Yes,False,universal,SubmitsAllAssignments,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all students submits all assignments?
generated_v4style_300_211_1,211,1,No,False,existential,AchievesHighGPA,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one student achieves a high GPA?
generated_v4style_300_212_0,212,0,C,True,mc,CompletesCoursework,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student completes the coursework.
B. At least one student passes the final exam.
C. No student completes the coursework.
D. Some students earns course credit."
generated_v4style_300_212_1,212,1,No,False,existential,PassesFinalExam,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one student passes the final exam."
generated_v4style_300_213_0,213,0,Unknown,False,universal,GathersRequirements,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all analysts requirements?
generated_v4style_300_213_1,213,1,Unknown,False,universal,BuildsModel,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all analysts builds a model?
generated_v4style_300_214_0,214,0,C,True,mc,CompletesOrientation,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every participant registers for the program.
B. At least one participant completes the orientation.
C. No participant registers for the program.
D. Some participants finishes all modules."
generated_v4style_300_214_1,214,1,No,False,existential,CompletesOrientation,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one participant completes the orientation."
generated_v4style_300_215_0,215,0,A,True,mc,AttendsComplianceTraining,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one employee receives security clearance.
B. Every employee receives security clearance.
C. No employee receives security clearance.
D. At least one employee attends compliance training, but nothing about receives security clearance."
generated_v4style_300_215_1,215,1,Yes,False,universal,HandlesClientAccounts,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every employee handles client accounts."
generated_v4style_300_216_0,216,0,A,True,mc,CatalogsNewBooks,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one librarian notifies patrons.
B. Every librarian notifies patrons.
C. No librarian notifies patrons.
D. At least one librarian catalogs new books, but nothing about notifies patrons."
generated_v4style_300_216_1,216,1,Yes,False,universal,CompletesInventory,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every librarian completes the inventory."
generated_v4style_300_217_0,217,0,Yes,False,universal,NotifiesPatrons,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all librarians notifies patrons?
generated_v4style_300_217_1,217,1,Unknown,False,universal,CompletesInventory,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all librarians inventory?
generated_v4style_300_218_0,218,0,B,True,mc,AttendsComplianceTraining,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every employee attends compliance training.
B. It cannot be determined whether every employee attends compliance training.
C. No employee attends compliance training.
D. Every employee who receives security clearance must attends."
generated_v4style_300_218_1,218,1,Unknown,False,other_ynu,AttendsComplianceTraining,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If an employee receives security clearance, then the employee attends compliance training."
generated_v4style_300_219_0,219,0,B,True,mc,BuildsModel,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every analyst gathers the requirements.
B. It cannot be determined whether every analyst gathers the requirements.
C. No analyst gathers the requirements.
D. Every analyst who builds a model must gathers."
generated_v4style_300_219_1,219,1,Unknown,False,other_ynu,BuildsModel,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If an analyst builds a model, then the analyst gathers the requirements."
generated_v4style_300_220_0,220,0,C,True,mc,SolvesProblems,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student studies regularly.
B. At least one student understands the concepts.
C. No student studies regularly.
D. Some students solves the problems."
generated_v4style_300_220_1,220,1,No,False,existential,UnderstandsConcepts,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one student understands the concepts."
generated_v4style_300_221_0,221,0,Yes,False,universal,EarnsCredit,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students earns course credit?
generated_v4style_300_221_1,221,1,Unknown,False,universal,GraduatesUniversity,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students university?
generated_v4style_300_222_0,222,0,Unknown,False,universal,CompletesOnboarding,0.5,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all employees onboarding program?
generated_v4style_300_222_1,222,1,Unknown,False,universal,ReceivesFullBenefits,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all employees receives full benefits?
generated_v4style_300_223_0,223,0,No,False,existential,AttendsSeminar,0.5,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one trainee seminar?
generated_v4style_300_223_1,223,1,Yes,False,universal,JoinsProfessionalBody,0.6666666666666666,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all trainees professional body?
generated_v4style_300_224_0,224,0,Yes,False,universal,CompletesGroupProject,0.6666666666666666,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all students group project?
generated_v4style_300_224_1,224,1,No,False,existential,ReceivesGroupGrade,0.6666666666666666,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student group grade?
generated_v4style_300_225_0,225,0,Yes,False,universal,ReceivesClearance,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all employees receives security clearance?
generated_v4style_300_225_1,225,1,No,False,existential,AccessesSensitiveData,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one employee accesses sensitive data?
generated_v4style_300_226_0,226,0,Yes,False,universal,PassesLabComponent,0.6666666666666666,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all students lab component?
generated_v4style_300_226_1,226,1,No,False,existential,MeetsGraduationRequirement,0.6666666666666666,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student graduation requirement?
generated_v4style_300_227_0,227,0,A,True,mc,ConductsExperiment,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one researcher conducts experiments.
B. Every researcher conducts experiments.
C. No researcher conducts experiments.
D. At least one researcher writes a research proposal, but nothing about conducts experiments."
generated_v4style_300_227_1,227,1,Yes,False,universal,PresentsAtConference,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every researcher presents at a conference."
generated_v4style_300_228_0,228,0,B,True,mc,EnrollsInCourse,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one student enrolls in the course.
B. No student enrolls in the course.
C. Every student submits all assignments.
D. At least one student submits all assignments."
generated_v4style_300_228_1,228,1,Unknown,False,universal,AchievesHighGPA,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every student achieves a high GPA."
generated_v4style_300_229_0,229,0,D,True,mc,RunsUnitTests,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No developer runs the unit tests.
B. Every developer runs the unit tests.
C. At least one developer runs the unit tests.
D. It cannot be determined whether any developer runs the unit tests."
generated_v4style_300_229_1,229,1,Unknown,False,universal_negative,RunsUnitTests,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No developer runs the unit tests."
generated_v4style_300_230_0,230,0,Unknown,False,universal,ReadsLiterature,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all researchers literature?
generated_v4style_300_230_1,230,1,Unknown,False,universal,DesignsStudy,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all researchers designs a study?
generated_v4style_300_231_0,231,0,A,True,mc,ReceivesGroupGrade,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student receives the group grade.
B. No student receives the group grade.
C. Only some students receives the group grade.
D. The premises do not support any conclusion about receivesing."
generated_v4style_300_231_1,231,1,Yes,False,universal,CompletesGroupProject,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every student completes the group project."
generated_v4style_300_232_0,232,0,Yes,False,universal,SubmitsAllAssignments,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students submits all assignments?
generated_v4style_300_232_1,232,1,Unknown,False,universal,ReceivesScholarship,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students receives a scholarship?
generated_v4style_300_233_0,233,0,No,False,existential,StudiesRegularly,1.0,False,False,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one student studies regularly?
generated_v4style_300_233_1,233,1,Yes,False,universal,ReceivesHonors,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students receives honors?
generated_v4style_300_234_0,234,0,A,True,mc,ImprovesTechnique,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student improves technique.
B. No student improves technique.
C. Only some students improves technique.
D. The premises do not support any conclusion about improvesing."
generated_v4style_300_234_1,234,1,Yes,False,universal,ReviewsMistakes,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every student reviews mistakes."
generated_v4style_300_235_0,235,0,No,False,existential,SchedulesSession,1.0,False,False,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one mentor schedules a session?
generated_v4style_300_235_1,235,1,Yes,False,universal,TracksProgress,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all mentors tracks progress?
generated_v4style_300_236_0,236,0,C,True,mc,ClearsInterview,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every candidate submits the application.
B. At least one candidate passes the written test.
C. No candidate submits the application.
D. Some candidates clears the interview."
generated_v4style_300_236_1,236,1,No,False,existential,PassesWrittenTest,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one candidate passes the written test."
generated_v4style_300_237_0,237,0,No,False,existential,CompletesLabWork,0.6666666666666666,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student lab work?
generated_v4style_300_237_1,237,1,Yes,False,universal,ObtainsDiploma,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all students diploma?
generated_v4style_300_238_0,238,0,B,True,mc,RegistersForExam,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every student registers for the exam.
B. It cannot be determined whether every student registers for the exam.
C. No student registers for the exam.
D. Every student who reviews mistakes must registers."
generated_v4style_300_238_1,238,1,Unknown,False,other_ynu,RegistersForExam,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a student reviews mistakes, then the student registers for the exam."
generated_v4style_300_239_0,239,0,Yes,False,universal,ReceivesMentorFeedback,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all interns receives mentor feedback?
generated_v4style_300_239_1,239,1,Unknown,False,universal,GetsReturnOffer,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all interns gets a return offer?
generated_v4style_300_240_0,240,0,C,True,mc,CompletesAssignedTask,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every intern joins the team.
B. At least one intern completes the assigned task.
C. No intern joins the team.
D. Some interns receives mentor feedback."
generated_v4style_300_240_1,240,1,No,False,existential,CompletesAssignedTask,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one intern completes the assigned task."
generated_v4style_300_241_0,241,0,Yes,False,universal,NotifiesPatrons,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all librarians notifies patrons?
generated_v4style_300_241_1,241,1,No,False,existential,ProcessesReservations,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one librarian processes reservations?
generated_v4style_300_242_0,242,0,Yes,False,universal,CompletesGroupProject,0.6666666666666666,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all students group project?
generated_v4style_300_242_1,242,1,No,False,existential,ReceivesGroupGrade,0.6666666666666666,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student group grade?
generated_v4style_300_243_0,243,0,A,True,mc,SubmitsGradeReport,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every teacher submits the grade report.
B. No teacher submits the grade report.
C. Only some teachers submits the grade report.
D. The premises do not support any conclusion about submitsing."
generated_v4style_300_243_1,243,1,Yes,False,universal,GradesAssignments,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every teacher grades the assignments."
generated_v4style_300_244_0,244,0,No,False,existential,SchedulesSession,1.0,False,False,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one mentor schedules a session?
generated_v4style_300_244_1,244,1,Yes,False,universal,TracksProgress,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all mentors tracks progress?
generated_v4style_300_245_0,245,0,Yes,False,universal,CompletesGroupProject,0.6666666666666666,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students group project?
generated_v4style_300_245_1,245,1,Unknown,False,universal,FulfilsTeamworkRequirement,0.6666666666666666,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students teamwork requirement?
generated_v4style_300_246_0,246,0,C,True,mc,AttendsSeminar,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every trainee attends the seminar.
B. At least one trainee completes the workshop.
C. No trainee attends the seminar.
D. Some trainees submits a portfolio."
generated_v4style_300_246_1,246,1,No,False,existential,CompletesWorkshop,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one trainee completes the workshop."
generated_v4style_300_247_0,247,0,B,True,mc,SolvesProblems,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one student studies regularly.
B. No student studies regularly.
C. Every student solves the problems.
D. At least one student solves the problems."
generated_v4style_300_247_1,247,1,Unknown,False,universal,PerformsWellOnExam,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every student performs well on the exam."
generated_v4style_300_248_0,248,0,B,True,mc,AttendsSeminar,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every trainee attends the seminar.
B. It cannot be determined whether every trainee attends the seminar.
C. No trainee attends the seminar.
D. Every trainee who submits a portfolio must attends."
generated_v4style_300_248_1,248,1,Unknown,False,other_ynu,AttendsSeminar,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a trainee submits a portfolio, then the trainee attends the seminar."
generated_v4style_300_249_0,249,0,Yes,False,universal,ProvidesFeedback,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all mentors provides feedback?
generated_v4style_300_249_1,249,1,Unknown,False,universal,TracksProgress,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all mentors tracks progress?
generated_v4style_300_250_0,250,0,Yes,False,universal,ReceivesMentorFeedback,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all interns receives mentor feedback?
generated_v4style_300_250_1,250,1,No,False,existential,WritesInternshipReport,0.6666666666666666,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one intern internship report?
generated_v4style_300_251_0,251,0,Yes,False,universal,GradesAssignments,0.5,False,True,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all teachers assignments?
generated_v4style_300_251_1,251,1,No,False,existential,SubmitsGradeReport,0.6666666666666666,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one teacher grade report?
generated_v4style_300_252_0,252,0,B,True,mc,ClearsInterview,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one candidate submits the application.
B. No candidate submits the application.
C. Every candidate clears the interview.
D. At least one candidate clears the interview."
generated_v4style_300_252_1,252,1,Unknown,False,universal,ReceivesOffer,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every candidate receives an offer."
generated_v4style_300_253_0,253,0,Yes,False,universal,ProvidesFeedback,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all mentors provides feedback?
generated_v4style_300_253_1,253,1,No,False,existential,SetsDevelopmentGoals,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one mentor sets development goals?
generated_v4style_300_254_0,254,0,Yes,False,universal,BuildsModel,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all analysts builds a model?
generated_v4style_300_254_1,254,1,No,False,existential,ValidatesResults,0.5,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one analyst results?
generated_v4style_300_255_0,255,0,Unknown,False,universal,WritesCode,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all developers code?
generated_v4style_300_255_1,255,1,Unknown,False,universal,PassesCodeReview,0.6666666666666666,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all developers code review?
generated_v4style_300_256_0,256,0,C,True,mc,CompletesOnboarding,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every employee completes the onboarding program.
B. At least one employee passes the probation period.
C. No employee completes the onboarding program.
D. Some employees receives full benefits."
generated_v4style_300_256_1,256,1,No,False,existential,PassesProbation,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one employee passes the probation period."
generated_v4style_300_257_0,257,0,A,True,mc,AchievesHighGPA,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student achieves a high GPA.
B. No student achieves a high GPA.
C. Only some students achieves a high GPA.
D. The premises do not support any conclusion about achievesing."
generated_v4style_300_257_1,257,1,Yes,False,universal,SubmitsAllAssignments,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every student submits all assignments."
generated_v4style_300_258_0,258,0,A,True,mc,GradesAssignments,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one teacher grades the assignments.
B. Every teacher grades the assignments.
C. No teacher grades the assignments.
D. At least one teacher prepares the curriculum, but nothing about grades the assignments."
generated_v4style_300_258_1,258,1,Yes,False,universal,CompletesAcademicTerm,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every teacher completes the academic term."
generated_v4style_300_259_0,259,0,Yes,False,universal,NotifiesPatrons,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all librarians notifies patrons?
generated_v4style_300_259_1,259,1,Unknown,False,universal,CompletesInventory,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all librarians inventory?
generated_v4style_300_260_0,260,0,No,False,existential,RegistersForExam,0.3333333333333333,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student exam?
generated_v4style_300_260_1,260,1,Yes,False,universal,ScoresAboveThreshold,0.3333333333333333,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all students threshold?
generated_v4style_300_261_0,261,0,A,True,mc,BuildsModel,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one analyst builds a model.
B. Every analyst builds a model.
C. No analyst builds a model.
D. At least one analyst gathers the requirements, but nothing about builds a model."
generated_v4style_300_261_1,261,1,Yes,False,universal,DeliversReport,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every analyst delivers the report."
generated_v4style_300_262_0,262,0,No,False,existential,WritesCode,0.5,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one developer code?
generated_v4style_300_262_1,262,1,Yes,False,universal,DeploysToProduction,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all developers deploys to production?
generated_v4style_300_263_0,263,0,Yes,False,universal,ReviewsMistakes,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all students reviews mistakes?
