sample_id,q_idx,type,gold,qwen,z3,final,ok,qwen_ok,z3_ok,z3_used,qwen_z3_agree,qwen_conf,z3_conf,z3_grounded,z3_def,z3_source,question
266,0,mc,NA,C,C,C,,,,True,True,0.6,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every candidate submits the application. B. At least one candidate passes the written test. C. No candidate submits the application. D. Some candidates clears the interview."
266,1,yes_no,NA,No,No,No,,,,True,True,0.6,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one candidate passes the written test."
267,0,mc,NA,D,Unknown,D,,,,False,False,1.0,0.0,0.0,0,mc,"Based on the premises, which statement is correct? A. No analyst documents the findings. B. Every analyst documents the findings. C. At least one analyst documents the findings. D. It cannot be determined whether any analyst documents the findings."
267,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,1.0,1.0,1.0,0,yn,"According to the premises, is the following statement true? No analyst documents the findings."
268,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students lab component?
268,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.6,1.0,0.4,0,yn,Do all students diploma?
269,0,mc,NA,A,A,A,,,,True,True,0.8,1.0,1.0,1,mc,"Based on the premises, which conclusion follows? A. At least one participant finishes all modules. B. Every participant finishes all modules. C. No participant finishes all modules. D. At least one participant registers for the program, but nothing about finishes all modules."
269,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every participant obtains a professional license."
270,0,yes_no,NA,Unknown,Yes,Yes,,,,True,False,0.4,1.0,1.0,1,yn,Do all developers code review?
270,1,yes_no,NA,Unknown,No,No,,,,True,False,0.6,1.0,1.0,1,yn,Does at least one developer branch?
271,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students reviews mistakes?
271,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,1.0,1.0,0,yn,Do all students threshold?
272,0,mc,NA,B,Unknown,B,,,,False,False,1.0,0.0,0.0,0,mc,"Based on the premises, which statement is correct? A. Every student completes the lab work. B. It cannot be determined whether every student completes the lab work. C. No student completes the lab work. D. Every student who passes the lab component must completes."
272,1,yes_no,NA,No,Unknown,No,,,,False,False,0.6,1.0,1.0,0,yn,"According to the premises, is the following statement true? If a student passes the lab component, then the student completes the lab work."
273,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all analysts builds a model?
273,1,yes_no,NA,No,Unknown,No,,,,False,False,0.4,0.0,0.0,0,yn,Do all analysts report?
274,0,mc,NA,B,B,B,,,,True,True,0.8,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. At least one mentor schedules a session. B. No mentor schedules a session. C. Every mentor provides feedback. D. At least one mentor provides feedback."
274,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,0.0,0.0,0,yn,"According to the premises, is the following statement true? Every mentor sets development goals."
275,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every participant passes the certification exam. B. No participant passes the certification exam. C. Only some participants passes the certification exam. D. The premises do not support any conclusion about passesing."
275,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every participant finishes all modules."
276,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all employees receives full benefits?
276,1,yes_no,NA,No,Yes,Yes,,,,True,False,0.8,0.6,1.0,1,yn,Does at least one employee is eligible for promotion?
277,0,mc,NA,A,A,A,,,,True,True,0.8,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every intern writes the internship report. B. No intern writes the internship report. C. Only some interns writes the internship report. D. The premises do not support any conclusion about writesing."
277,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every intern receives mentor feedback."
278,0,yes_no,NA,No,No,No,,,,True,True,0.8,1.0,1.0,1,yn,Does at least one student lab work?
278,1,yes_no,NA,No,Yes,Yes,,,,True,False,0.4,1.0,1.0,1,yn,Do all students diploma?
279,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all analysts builds a model?
279,1,yes_no,NA,No,Yes,Yes,,,,True,False,0.6,1.0,0.6,1,yn,Does at least one analyst results?
280,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students reviews mistakes?
280,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.6,1.0,1.0,0,yn,Do all students threshold?
281,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all candidates interview?
281,1,yes_no,NA,No,Unknown,No,,,,False,False,0.6,0.75,0.8,0,yn,Do all candidates position?
282,0,yes_no,NA,Unknown,Yes,Unknown,,,,False,False,1.0,1.0,0.2,1,yn,Do all interns team?
282,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,1.0,1.0,1.0,0,yn,Do all interns receives mentor feedback?
283,0,mc,NA,B,Unknown,B,,,,False,False,0.8,1.0,1.0,0,mc,"Based on the premises, which statement is correct? A. Every student studies regularly. B. It cannot be determined whether every student studies regularly. C. No student studies regularly. D. Every student who solves the problems must studies."
283,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,0.8,1.0,1.0,0,yn,"According to the premises, is the following statement true? If a student solves the problems, then the student studies regularly."
284,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.6,0.6,1.0,1,yn,Do all employees receives security clearance?
284,1,yes_no,NA,No,No,No,,,,True,True,0.6,1.0,1.0,1,yn,Does at least one employee accesses sensitive data?
285,0,mc,NA,B,Unknown,B,,,,False,False,0.6,1.0,0.8,0,mc,"Based on the premises, which statement is correct? A. Every participant registers for the program. B. It cannot be determined whether every participant registers for the program. C. No participant registers for the program. D. Every participant who finishes all modules must registers."
285,1,yes_no,NA,No,Unknown,No,,,,False,False,0.8,1.0,1.0,0,yn,"According to the premises, is the following statement true? If a participant finishes all modules, then the participant registers for the program."
286,0,yes_no,NA,No,No,No,,,,True,True,1.0,1.0,0.8,1,yn,Does at least one researcher literature?
286,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all researchers publishes a paper?
287,0,mc,NA,A,Unknown,A,,,,False,False,0.4,0.0,0.0,0,mc,"Based on the premises, which statement is correct? A. No volunteer attends the training session. B. Every volunteer attends the training session. C. At least one volunteer attends the training session. D. It cannot be determined whether any volunteer attends the training session."
287,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,0.8,1.0,1.0,0,yn,"According to the premises, is the following statement true? No volunteer attends the training session."
288,0,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,0.0,0.0,0,yn,Do all teachers curriculum?
288,1,yes_no,NA,Unknown,Yes,Yes,,,,True,False,1.0,1.0,1.0,1,yn,Do all teachers assignments?
289,0,mc,NA,B,C,C,,,,True,False,0.6,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every trainee attends the seminar. B. At least one trainee completes the workshop. C. No trainee attends the seminar. D. Some trainees submits a portfolio."
289,1,yes_no,NA,Yes,No,No,,,,True,False,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one trainee completes the workshop."
290,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every researcher analyzes the data. B. No researcher analyzes the data. C. Only some researchers analyzes the data. D. The premises do not support any conclusion about analyzesing."
290,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every researcher conducts experiments."
291,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every intern writes the internship report. B. No intern writes the internship report. C. Only some interns writes the internship report. D. The premises do not support any conclusion about writesing."
291,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every intern receives mentor feedback."
292,0,yes_no,NA,Unknown,Yes,Yes,,,,True,False,0.8,1.0,1.0,1,yn,Do all participants program?
292,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.6,0.0,0.0,0,yn,Do all participants finishes all modules?
293,0,yes_no,NA,Unknown,Yes,Yes,,,,True,False,1.0,1.0,1.0,1,yn,Do all candidates application?
293,1,yes_no,NA,No,Unknown,No,,,,False,False,0.6,1.0,1.0,0,yn,Do all candidates interview?
294,0,mc,NA,B,C,C,,,,True,False,0.4,1.0,0.8,1,mc,"Based on the premises, which statement can be inferred? A. Every student completes the coursework. B. At least one student passes the final exam. C. No student completes the coursework. D. Some students earns course credit."
294,1,yes_no,NA,Yes,No,No,,,,True,False,0.8,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one student passes the final exam."
295,0,yes_no,NA,Unknown,No,No,,,,True,False,0.6,1.0,1.0,1,yn,Does at least one teacher curriculum?
295,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all teachers academic term?
296,0,mc,NA,D,Unknown,D,,,,False,False,0.6,1.0,0.6,0,mc,"Based on the premises, which statement is correct? A. No researcher identifies a research gap. B. Every researcher identifies a research gap. C. At least one researcher identifies a research gap. D. It cannot be determined whether any researcher identifies a research gap."
296,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,0.6,1.0,1.0,0,yn,"According to the premises, is the following statement true? No researcher identifies a research gap."
297,0,yes_no,NA,No,No,No,,,,True,True,0.8,1.0,1.0,1,yn,Does at least one researcher writes a research proposal?
297,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all researchers presents at a conference?
298,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every researcher collects data. B. No researcher collects data. C. Only some researchers collects data. D. The premises do not support any conclusion about collectsing."
298,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every researcher designs a study."
299,0,mc,NA,A,Unknown,A,,,,False,False,0.8,1.0,1.0,0,mc,"Based on the premises, which statement is correct? A. No employee passes the probation period. B. Every employee passes the probation period. C. At least one employee passes the probation period. D. It cannot be determined whether any employee passes the probation period."
299,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,0.8,1.0,1,yn,"According to the premises, is the following statement true? No employee passes the probation period."
