id,question,cot,answer,unit
CH154,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the RMS voltage across the inductor, UL","Step 1: Identify the peak voltage (U₀) and angular frequency (ω) from the given voltage equation u = 200√2 cos 100πt (V).
Step 2: Calculate the RMS voltage of the source (U_RMS_source) using U_RMS_source = U₀ / √2.
Step 3: Calculate the inductive reactance (Z_L) using Z_L = ωL, with L = 1/π H. Calculate the capacitive reactance (Z_C) using Z_C = 1/(ωC), with C = 10⁻⁴/(2π) F.
Step 4: Calculate the RMS voltage across the inductor (U_L).
First, calculate the RMS current intensity I = U / Z: I = 200 / (100√2) = √2 A. Then, calculate U_L: U_L = I × Z_L = √2 × 100 = 100√2 V ≈ 141.4 V",141.4,V
CH155,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the RMS voltage across the capacitor, $U_C$.","Step 1: Identify the peak voltage (U₀) and angular frequency (ω) from the given voltage equation u = 200√2 cos(100π t) V.
Peak voltage U₀ = 200√2 V
Angular frequency ω = 100π rad/s
Step 2: Calculate the RMS total voltage (U).
U = U₀ / √2 = 200√2 / √2 = 200 V
Step 3: Calculate the inductive reactance (Z_L = X_L): Z_L = ω × L = 100π × (1/π) = 100 Ω. Calculate the capacitive reactance (Z_C = X_C): Z_C = 1 / (ω × C) = 1 / (100π × 10⁻⁴ / (2π)) = 1 / (50 × 10⁻⁴) = 1 / 0.005 = 200 Ω
Step 4: Find the total impedance Z: Z = √(R² + (Z_L - Z_C)²) = √(100² + (100 - 200)²) = 100√2 Ω. RMS current I = U / Z = 200 / (100√2) = √2 A. Then, RMS voltage across the capacitor U_C = I × Z_C = √2 × 200 = 200√2 V = 282.8 V",282.8,V
CH156,An RMS voltage U = 60 V is applied to a series RLC circuit with R = 40 Ω and currently in a state of resonance. Calculate the maximum RMS current Imax.,"Step 1: Identify the given RMS voltage U and resistance R.
Step 2: Recognize that for a series RLC circuit in a state of resonance, the total impedance Z is equal to the resistance R.
Step 3: State the formula for RMS current (I_RMS) in an AC circuit, which is Ohm's law: I_RMS = U / Z.
Step 4: Substitute Z = R into the formula for the RMS current at resonance: I_RMS = U / R = 1.5 A.",1.5,A
CH157,"An RMS voltage U = 75 V is applied to a series RLC circuit with R = 50 Ω, which is in resonance. Calculate the maximum effective current Imax.","Step 1: Identify the given RMS voltage U = 75 V.
Step 2: Identify the given resistance R = 50 Ω.
Step 3: Recognize that the circuit is in resonance.
Step 4: In a series RLC circuit at resonance, the impedance Z is equal to the resistance R. So, Z = R = 50 Ω. Then, I = U / R = 1.5 A",1.5,A
CH158,"An RMS voltage U = 90 V is applied to a series RLC circuit with R = 60 Ω, and the circuit is at resonance. Calculate the maximum RMS current Imax.","Step 1: Identify the given RMS voltage U = 90 V and resistance R = 60 Ω.
Step 2: Note that the circuit is at resonance.
Step 3: At resonance in a series RLC circuit, the total impedance Z is equal to the resistance R. So, Z = R = 60 Ω.
Step 4: Use Ohm's Law for AC circuits to calculate the RMS current Imax: Imax = U / Z = 1.5 A.",1.5,A
CH159,An RMS voltage U = 112 V is applied to a series RLC circuit with R = 75 Ω which is currently at resonance. Calculate the maximum effective current Imax.,"Step 1: The given RMS voltage is U = 112 V.
Step 2: The given resistance is R = 75 Ω.
Step 3: In a series RLC circuit at resonance, the total impedance Z is equal to the resistance R. So, Z = R = 75 Ω.
Step 4: The effective (RMS) current Imax in an AC circuit is calculated using Ohm's Law: Imax = U / Z = 1.493 A.",1.493,A
CH160,"An effective voltage U = 120 V is applied to a series RLC circuit with R = 80 Ω, operating at resonance. Calculate the maximum effective current Imax.","Step 1: Identify the given effective voltage (U) and resistance (R).
Step 2: Recognize that the circuit is operating at resonance.
Step 3: At resonance, the impedance (Z) of a series RLC circuit is equal to its resistance (R).
Step 4: Therefore, Z = R = 80 Ω. Then, I = U / R = 1.5 A.",1.5,A
CH161,Apply an effective voltage U = 135 V to a series RLC circuit with R = 90 Ω that is currently in a state of resonance. Calculate the maximum effective current Imax.,"Step 1: Identify the given values from the question: effective voltage U = 135 V and resistance R = 90 Ω.
Step 2: Note that the RLC circuit is in a state of resonance.
Step 3: At resonance in a series RLC circuit, the impedance (Z) is equal to the resistance (R) because the inductive and capacitive reactances cancel each out.
Step 4: Therefore, the impedance Z = R = 90 Ω. Then, I = U / R = 1.5 A.",1.5,A
CH162,"An RMS voltage U = 150 V is applied to a series RLC circuit with R = 100 Ω, which is at resonance. Calculate the maximum effective (RMS) current, Imax.","Step 1: Identify that the circuit is a series RLC circuit operating at resonance.
Step 2: Recall that at resonance, the impedance (Z) of a series RLC circuit is equal to its resistance (R).
Step 3: State the given resistance R = 100 Ω. Therefore, the impedance Z = 100 Ω.
Step 4: State the given RMS voltage U = 150 V. Then, I = U / R = 1.5 A",1.5,A
CH163,An RMS voltage U = 180 V is applied to a series RLC circuit with R = 120 Ω that is operating at resonance. Calculate the maximum effective current Imax.,"Step 1: Identify that the circuit is a series RLC circuit operating at resonance.
Step 2: At resonance, the total impedance (Z) of a series RLC circuit is equal to its resistance (R).
Step 3: State the formula for RMS current (I) using Ohm's Law for AC circuits: I = U / Z.
Step 4: Substitute the impedance at resonance into the current formula: I = U / R = 1.5 A.",1.5,A
CH164,"Apply an RMS voltage U = 225 V to a series RLC circuit with R = 150 Ω, which is currently at resonance. Calculate the maximum effective current Imax.","Step 1: Identify the given RMS voltage U and resistance R.
Step 2: Note that the series RLC circuit is at resonance.
Step 3: At resonance in a series RLC circuit, the total impedance Z is equal to the resistance R.
Step 4: Calculate the RMS current (I_rms) using Ohm's Law: I_rms = U / Z = U / R = 1.5 A.",1.5,A
CH165,"An RMS voltage U = 300 V is applied to a series RLC circuit with R = 200 Ω, and the circuit is in resonance. Calculate the maximum RMS current I_max.","Step 1: Identify the given values from the question: RMS voltage U = 300 V and resistance R = 200 Ω.
Step 2: Recognize that when a series RLC circuit is in resonance, the impedance (Z) of the circuit is equal to the resistance (R).
Step 3: Apply Ohm's law for AC circuits at resonance to find the RMS current: I_max = U / R.
Step 4: Substitute the given values into the formula: I_max = 300 / 200 = 1.5 A.",1.5,A
CH166,"An RMS voltage U = 60 V is applied to a series RLC circuit with R = 40 Ω, operating at resonance. Calculate the maximum power dissipated Pmax.","Step 1: In a series RLC circuit operating at resonance, the total impedance (Z) is equal to the resistance (R) and the power factor (cos φ) is 1.
Step 2: The maximum power dissipated (Pmax) in an RLC circuit occurs at resonance and can be calculated using the formula Pmax = U_RMS² / R.
Step 3: Substitute the given values: U_RMS = 60 V and R = 40 Ω.
Step 4: Calculate Pmax = 60² / 40 = 90 W.",90,W
CH167,An RMS voltage U = 75 V is applied to a series RLC circuit with R = 50 Ω that is currently at resonance. Calculate the maximum power dissipation Pmax.,"Step 1: Identify the given RMS voltage (U) and resistance (R).
Step 2: Recognize that at resonance in a series RLC circuit, the total impedance (Z) is equal to the resistance (R) and the power factor (cos φ) is 1.
Step 3: State the formula for maximum power dissipation (P_max) at resonance, which is P_max = U² / R.
Step 4: Substitute the given values into the formula and calculate the maximum power: P = 75² / 50 = 112.5 W.",112.5,W
CH168,"Apply an RMS voltage U = 90 V to a series RLC circuit with R = 60 Ω, which is currently operating at resonance. Calculate the maximum power consumed Pmax.","Step 1: Identify the given RMS voltage U and resistance R from the question.
Step 2: Note that the circuit is a series RLC circuit operating at resonance.
Step 3: At resonance, the total impedance (Z) of a series RLC circuit is equal to its resistance (R).
Step 4: Also, at resonance, the power factor (cos φ) is 1. The formula for power (P) in an AC circuit is: P = U² / Z × cos(φ). Since Z = R and cos(φ) = 1 at resonance: Pmax = U² / R = 135 W",135,W
CH169,Apply an RMS voltage U = 112 V to a series RLC circuit with R = 75 Ω and at resonance. Calculate the maximum power consumed Pmax.,"Step 1: Identify the given RMS voltage U = 112 V and resistance R = 75 Ω.
Step 2: Recognize that for a series RLC circuit at resonance, the total impedance Z is equal to the resistance R and the power factor (cos φ) is 1.
Step 3: State the formula for the maximum power Pmax consumed at resonance, which is Pmax = U² / R.
Step 4: Substitute the given values into the formula: Pmax = 112² / 75 = 167.25 W.",167.25,W
CH170,"An RMS voltage U = 120 V is applied to a series RLC circuit with R = 80 Ω, which is currently at resonance. Calculate the maximum power dissipated Pmax.","Step 1: Identify the given RMS voltage U = 120 V.
Step 2: Identify the given resistance R = 80 Ω.
Step 3: Recognize that the series RLC circuit is at resonance.
Step 4: At resonance, the total impedance (Z) of a series RLC circuit is equal to its resistance (R) and the power factor (cos φ) is 1. Then, Pmax = 120² / 80 = 180 W.",180,W
CH171,Apply effective voltage U = 135 V to a series RLC circuit with R = 90 Ω and currently resonating. Calculate the maximum power consumed Pmax.,"Step 1: The circuit is a series RLC circuit currently at resonance.
Step 2: At resonance in a series RLC circuit, the total impedance (Z) is equal to the resistance (R) and the power factor (cos φ) is 1.
Step 3: The maximum power consumed (Pmax) in an AC circuit at resonance is given by Pmax = U² / R.
Step 4: Given values are U = 135 V and R = 90 Ω. Then, Pmax = 202.5 W.",202.5,W
CH172,"An RMS voltage U = 150 V is applied to a series RLC circuit with R = 100 Ω. The circuit is currently in resonance. Calculate the maximum power consumed, Pmax.","Step 1: The given RMS voltage is U = 150 V.
Step 2: The given resistance is R = 100 Ω.
Step 3: The question states that the circuit is currently in resonance.
Step 4: In a series RLC circuit at resonance, the total impedance (Z) is equal to the resistance (R), and the power consumed is maximum. Then, Pmax = 225 W.",225,W
CH173,"RMS voltage U = 180 V is applied to a series RLC circuit with R = 120 Ω, and the circuit is currently resonating. Calculate the maximum power dissipated Pmax.","Step 1: Identify the given RMS voltage (U) and resistance (R).
Step 2: Recognize that for a series RLC circuit at resonance, the total impedance (Z) is equal to the resistance (R).
Step 3: State the formula for the maximum power dissipated (Pmax) in a series RLC circuit at resonance.
Step 4: Substitute the given values into the formula and calculate the maximum power. Then Pmax = 270 W.",270,W
CH174,"Apply an RMS voltage U = 225 V to a series RLC circuit with R = 150 Ω, which is currently in resonance. Calculate the maximum power dissipated (Pmax).","Step 1: Identify the given values: RMS voltage U = 225 V and resistance R = 150 Ω.
Step 2: Recognize that for a series RLC circuit at resonance, the total impedance (Z) is equal to the resistance (R). So, Z = R = 150 Ω.
Step 3: Recall the formula for power dissipated in an AC circuit: P = U² / Z.
Step 4: Since Z = R at resonance, the maximum power dissipated (Pmax) is given by Pmax = U² / R = 337.5 W.",337.5,W
CH175,"An RMS voltage U = 300 V is applied to a series RLC circuit with R = 200 Ω, which is operating at resonance. Calculate the maximum power consumed (Pmax).","Step 1: The given RMS voltage is U = 300 V.
Step 2: The given resistance is R = 200 Ω.
Step 3: For a series RLC circuit operating at resonance, the impedance (Z) is equal to the resistance (R).
Step 4: The maximum power consumed (Pmax) in a series RLC circuit at resonance is calculated using the formula Pmax = U² / R = 450 W.",450,W
CH176,What is the power factor (cosφ) of a series RLC circuit at resonance?,"Step 1: Identify the condition for a series RLC circuit at resonance.
Step 2: At resonance, the inductive reactance (Z_L) equals the capacitive reactance (Z_C).
Step 3: This equality means the net reactive impedance (Z_L - Z_C) is zero.
Step 4: The total impedance (Z) of the circuit becomes purely resistive, equal to R (Z = R). Then, cosφ = R/R = 1.",1,-
CH177,What is the power factor (cosφ) of a series RLC resonant circuit?,"Step 1: The circuit described is a series RLC resonant circuit.
Step 2: At resonance in a series RLC circuit, the inductive reactance (XL) is equal to the capacitive reactance (XC).
Step 3: This equality means that the net reactive component of the impedance is zero (XL - XC = 0).
Step 4: Therefore, at resonance, the total impedance (Z) of the series RLC circuit is purely resistive, equal to the resistance (R). Then, cosφ = R/R = 1.",1,-
CH178,"""Calculate the power factor (cosφ) of an RLC circuit when Z = R (at resonance).","Step 1: The power factor (cosφ) in an AC circuit is defined as the ratio of resistance (R) to total impedance (Z), so cosφ = R/Z.
Step 2: The question specifies the condition ""at resonance,"" where the total impedance (Z) is equal to the resistance (R).
Step 3: Substitute the condition Z = R into the power factor formula.
Step 4: cosφ = R/R = 1.",1,-
CH179,"When resonance occurs (φ = 0), what is cosφ?","Step 1: The question states that resonance occurs when the phase angle φ = 0.
Step 2: We need to find the value of cosφ under this condition.
Step 3: Substitute the given value of φ into the cosine function.
Step 4: cos(0) = 1.",1,-
CH180,What value does cosφ reach in the case of resonance?,"Step 1: The question asks for the value of cosφ at resonance.
Step 2: In an AC circuit, resonance occurs when the inductive reactance (ZL) equals the capacitive reactance (ZC).
Step 3: The phase angle (φ) of an AC circuit is given by tanφ = (ZL - ZC) / R.
Step 4: At resonance, ZL - ZC = 0, so tanφ = 0. This means φ = 0° (the current and voltage are in phase). Therefore, cosφ = cos(0°) = 1.",1,-
CH181,"At resonance, what is the total impedance Z of a series RLC circuit with R = 30 Ω?","Step 1: In a series RLC circuit, the total impedance Z is given by Z = √(R² + (ZL - ZC)²), where R is resistance, ZL is inductive reactance, and ZC is capacitive reactance.
Step 2: At resonance in a series RLC circuit, the inductive reactance ZL is equal to the capacitive reactance ZC (ZL = ZC).
Step 3: Substituting the resonance condition (ZL - ZC = 0) into the impedance formula, we get Z = √(R² + 0²) = √(R²) = R.
Step 4: Given that R = 30 Ω, the total impedance Z at resonance is 30 Ω.",30,Ω
CH182,What is the total impedance Z of a series RLC circuit with R = 45 Ω at resonance?,"Step 1: Identify that the circuit is a series RLC circuit operating at resonance.
Step 2: Recall that for a series RLC circuit, the total impedance Z is given by Z = √(R² + (ZL - ZC)²), where R is resistance, ZL is inductive reactance, and ZC is capacitive reactance.
Step 3: At resonance, the inductive reactance (ZL) is equal to the capacitive reactance (ZC), meaning (ZL - ZC) = 0.
Step 4: Substitute (ZL - ZC) = 0 into the impedance formula, which simplifies it to Z = √(R² + 0²) = √(R²) = R = 45 Ω.",45,Ω
CH183,"At resonance, what is the total impedance Z of a series RLC circuit with R = 60 Ω?","Step 1: The circuit is a series RLC circuit operating at resonance.
Step 2: The total impedance Z for a series RLC circuit is generally given by Z = √(R² + (ZL - ZC)²), where R is resistance, ZL is inductive reactance, and ZC is capacitive reactance.
Step 3: At resonance, the inductive reactance (ZL) is equal to the capacitive reactance (ZC), which means (ZL - ZC) = 0.
Step 4: Substituting the resonance condition into the impedance formula simplifies it to Z = √(R² + 0²) = √(R²) = R = 60 Ω.",60,Ω
CH184,What is the total impedance Z of a series RLC circuit with R = 80 Ω at resonance?,"Step 1: The circuit described is a series RLC circuit operating at resonance.
Step 2: In a series RLC circuit, the total impedance Z is given by Z = √(R² + (ZL - ZC)²), where R is resistance, ZL is inductive reactance, and ZC is capacitive reactance.
Step 3: At resonance, the inductive reactance (ZL) is equal to the capacitive reactance (ZC), meaning (ZL - ZC) = 0.
Step 4: Substituting this condition into the impedance formula simplifies it to Z = √(R² + 0²) = √(R²) = R = 80 Ω.",80,Ω
CH185,"At resonance, what is the total impedance Z of a series RLC circuit with R = 100 Ω?","Step 1: The circuit described is a series RLC circuit operating at resonance.
Step 2: At resonance in a series RLC circuit, the inductive reactance (ZL) is equal to the capacitive reactance (ZC).
Step 3: This means that the difference between the reactances, (ZL - ZC), becomes zero.
Step 4: The general formula for the total impedance (Z) of a series RLC circuit is Z = √(R² + (ZL - ZC)²) = 100 Ω.",100,Ω
CH186,"Consider a series RLC circuit with fixed components. At an angular frequency ω0, the inductive reactance X_L = 18 Ω and the capacitive reactance X_C = 72 Ω. To what multiple of ω0 must the angular frequency be adjusted for the circuit to resonate?","Step 1: The inductive reactance at angular frequency ω0 is X_L = ω0 × L = 18 Ω.
Step 2: The capacitive reactance at angular frequency ω0 is X_C = 1 / (ω0 × C) = 72 Ω.
Step 3: For the circuit to resonate, the inductive reactance must equal the capacitive reactance, meaning ω_res × L = 1 / (ω_res × C), where ω_res is the resonance angular frequency.
Step 4: From Step 1, L = 18 / ω0. From Step 2, C = 1 / (72 × ω0).Then, angular frequency must be multiplied by 2",2.0,-
CH187,"In a series RLC circuit, at ω0, the inductor has an inductive reactance of 25 Ω, and the capacitor has a capacitive reactance of 225 Ω. By what factor of ω0 should the angular frequency be changed to achieve resonance?","Step 1: Identify the given inductive and capacitive reactances at angular frequency ω0.
Step 2: Recall the formula for inductive reactance, ZL = ωL, and capacitive reactance, ZC = 1/(ωC).
Step 3: EZpress L and C in terms of ω0 using the given reactances: L = ZL(ω0)/ω0 = 25 Ω / ω0 and C = 1/(ZC(ω0)ω0) = 1/(225 Ω × ω0).
Step 4: State the condition for resonance: at the resonant angular frequency, ω_res, the inductive reactance equals the capacitive reactance (ZL(ω_res) = ZC(ω_res)). Resonance condition: ω_res = 1 / √(L C). Substitute L = 25 / ω₀ and C = 1 / (225 ω₀): L C = (25 / ω₀) × (1 / (225 ω₀)) = 25 / (225 ω₀²) = 1 / (9 ω₀²). Then, angular frequency must be multiplied by 1.581",3.0,-
CH188,"For a series RLC circuit with fixed components, when the angular frequency of the current is ω0, X_L = 30 Ω and X_C = 75 Ω. By what factor must the angular frequency be multiplied (relative to ω0) for resonance to occur?","Step 1: Write the expressions for inductive and capacitive reactances at angular frequency ω0 using the given values.
Step 2: Express the inductance L and capacitance C in terms of ω0.
Step 3: State the condition for resonance in a series RLC circuit, where the inductive reactance equals the capacitive reactance.
Step 4: Substitute the expressions for L and C into the resonance condition to find the resonance angular frequency ω_res in terms of ω0. Then, angular frequency must be multiplied by 1.581",1.581,-
CH189,"A series RLC circuit has constant component values. At ω0, the inductive reactance of the inductor is 35 Ω, and the capacitive reactance of the capacitor is 140 Ω. By what factor must ω be changed relative to ω0 for the circuit to reach resonance?","Step 1: The inductive reactance at angular frequency ω0 is ZL = ω0 L = 35 Ω.
Step 2: The capacitive reactance at angular frequency ω0 is ZC = 1 / (ω0 C) = 140 Ω.
Step 3: For a series RLC circuit to be at resonance, the inductive reactance must equal the capacitive reactance, so at the resonant angular frequency ω_res, we have ω_res L = 1 / (ω_res C).
Step 4: From Step 1, L = 35 / ω0. From Step 2, C = 1 / (140 ω0). Then, angular frequency must be multiplied by 2",2.0,-
CH190,"Consider a series RLC circuit. At the initial angular frequency ω0, XL = 45 Ω and XC = 405 Ω. The new angular frequency is set to k×ω0. What is the value of k for the circuit to resonate?","Step 1: The initial inductive reactance is XL = 45 Ω and the initial capacitive reactance is XC = 405 Ω at an angular frequency ω0.
Step 2: Inductive reactance is XL = ω0 L, so L = XL / ω0.
Step 3: Capacitive reactance is XC = 1 / (ω0 C), so C = 1 / (ω0 XC).
Step 4: For the circuit to resonate at the new angular frequency ω_new = k×ω0, the inductive reactance must equal the capacitive reactance. Then, angular frequency must be multiplied by 3",3.0,-
CH191,"Consider an RLC series circuit with fixed components. When the angular frequency is ω0, the inductive reactance XL = 50 Ω and the capacitive reactance XC = 200 Ω. By what factor must the angular frequency be adjusted (relative to ω0) for the circuit to resonate?","Step 1: The inductive reactance (XL) is given by XL = ωL, and the capacitive reactance (XC) is given by XC = 1/(ωC).
Step 2: At the initial angular frequency ω₀, we are given XL = 50 Ω and XC = 200 Ω. Therefore, ω₀L = 50 Ω and 1/(ω₀C) = 200 Ω.
Step 3: Divide the eXpression for ω₀L by the eXpression for 1/(ω₀C): (ω₀L) / (1/(ω₀C)) = 50 / 200. This simplifies to ω₀²LC = 1/4.
Step 4: For resonance in a series RLC circuit, the inductive reactance must equal the capacitive reactance. If the resonant angular frequency is ω_res, then ω_res L = 1/(ω_res C). This condition implies ω_res²LC = 1. Then, angular frequency must be multiplied by 2.",2.0,-
CH192,"In a series RLC circuit, at ω₀, the inductor has an inductive reactance of 60 Ω and the capacitor has a capacitive reactance of 135 Ω. To what multiple of ω₀ must the angular frequency be changed to achieve resonance?","Step 1: Identify the given inductive reactance (XL₀) and capacitive reactance (XC₀) at angular frequency ω₀.
Step 2: Recall that for an inductor, XL = ωL, and for a capacitor, XC = 1/(ωC).
Step 3: Define the resonance condition as XL = XC. Let the angular frequency at resonance be ω_res.
Step 4: Express the relationship between reactances at ω₀ and at ω_res. If ω_res = kω₀, then XL_res = k × XL₀ and XC_res = (1/k) × XC₀. Then, angular frequency must be multiplied by 1.5.",1.5,-
CH193,"In a series RLC circuit with constant components, when the angular frequency is ω0, XL = 24 Ω and XC = 216 Ω. By what factor must the angular frequency be multiplied relative to ω0 for resonance to occur?","Step 1: Write down the given expressions for inductive and capacitive reactance at angular frequency ω0.
Step 2: Express the inductance L and capacitance C in terms of ω0 and the given reactances.
Step 3: State the condition for resonance, which is XL = XC, and the formula for the resonant angular frequency, ω_res.
Step 4: Substitute the expressions for L and C into the formula for ω_res. Then, angular frequency must be multiplied by 3.",3.0,-
CH194,"A series RLC circuit has constant component values. At an angular frequency ω0, the inductive reactance (XL) is 55 Ω, and the capacitive reactance (XC) is 110 Ω. By what factor of ω0 should ω be changed to bring the circuit into resonance?","Step 1: Identify the given inductive and capacitive reactances at angular frequency ω0.
Step 2: Express the reactances in terms of ω0, inductance (L), and capacitance (C): XL = ω0L = 55 Ω and XC = 1/(ω0C) = 110 Ω.
Step 3: Multiply XL and XC to find a relationship involving L, C, and ω0: (ω0L) × (1/(ω0C)) = 55 × 110.
Step 4: Simplify the product: L/C = 6050. Then, angular frequency must be multiplied by 1.414.",1.414,-
CH195,"Consider a series RLC circuit. At the initial angular frequency ω0, X_L = 80 Ω and X_C = 20 Ω. A new angular frequency must be set to k×ω0. What is the value of k for the circuit to resonate?","Step 1: Note the given initial reactances at angular frequency ω0: X_L = 80 Ω and X_C = 20 Ω.
Step 2: Recall the formulas for inductive and capacitive reactances: X_L = ωL and X_C = 1/(ωC).
Step 3: From the initial conditions, we can write: ω0 × L = 80 (Equation 1) and 1/(ω0 × C) = 20 (Equation 2).
Step 4: For the circuit to resonate, the inductive reactance must equal the capacitive reactance at the new angular frequency ω_res = k×ω0. Then, angular frequency must be multiplied by 0.5",0.5,-
CH196,"Consider a series RLC circuit with fixed components. When the angular frequency is ω0, the inductive reactance X_L = 90 Ω and the capacitive reactance X_C = 30 Ω. By what factor must the angular frequency be adjusted (relative to ω0) for the circuit to resonate?","Step 1: The inductive reactance at angular frequency ω0 is given by X_L = ω0 × L = 90 Ω.
Step 2: The capacitive reactance at angular frequency ω0 is given by X_C = 1 / (ω0 × C) = 30 Ω.
Step 3: For the circuit to resonate, the inductive reactance must equal the capacitive reactance (X_L_res = X_C_res) at the resonant angular frequency ω_res.
Step 4: From Step 1, L = 90 / ω0. From Step 2, C = 1 / (30 × ω0). Then, angular frequency must be multiplied by 0.577.",0.577,-
CH197,"In a series RLC circuit, at an angular frequency ω0, the inductor has an inductive reactance of 100 Ω, and the capacitor has a capacitive reactance of 25 Ω. By what factor must the angular frequency be changed relative to ω0 to achieve resonance?","Step 1: Identify the given inductive reactance at angular frequency ω₀, X_L₀ = 100 Ω.
Step 2: Identify the given capacitive reactance at angular frequency ω₀, X_C₀ = 25 Ω.
Step 3: Recall the formulas for reactance: X_L = ωL and X_C = 1/(ωC).
Step 4: Express the given reactances in terms of ω₀, L, and C: ω₀L = 100 Ω and 1/(ω₀C) = 25 Ω. Then, angular frequency must be multiplied by 0.5.",0.5,-
CH198,"For a series RLC circuit with fixed components, when the angular frequency is ω0, XL = 40 Ω and XC = 40 Ω. By what factor must ω0 be multiplied to achieve resonance?","Step 1: The given inductive reactance at angular frequency ω0 is XL = 40 Ω.
Step 2: The given capacitive reactance at angular frequency ω0 is XC = 40 Ω.
Step 3: For a series RLC circuit to be at resonance, the inductive reactance must equal the capacitive reactance (XL = XC).
Step 4: At the given angular frequency ω0, XL = 40 Ω and XC = 40 Ω, which satisfies the condition XL = XC. Then, angular frequency must be multiplied by 1.",1.0,-
CH199,"A series RLC circuit has unchanging component values. At ω0, the inductive reactance of the inductor is 12 Ω, and the capacitive reactance of the capacitor is 108 Ω. By what factor must ω be changed relative to ω0 for the circuit to resonate?","Step 1: In a series RLC circuit, the inductive reactance (XL) and capacitive reactance (XC) are given at angular frequency ω0.
Step 2: At ω0, XL = 12 Ω and XC = 108 Ω. The goal is to find the factor by which ω must change to reach resonance (ω_res).
Step 3: The formulas for reactances are XL = ωL and XC = 1/(ωC).
Step 4: At resonance, the inductive reactance equals the capacitive reactance, so XL_res = XC_res. Then, angular frequency must be multiplied by 3.",3.0,-
CH200,"Consider a series RLC circuit. At an initial angular frequency ω₀, the inductive reactance X_L is 16 Ω, and the capacitive reactance X_C is 32 Ω. What is the value of k for the circuit to be in resonance when the angular frequency is set to k×ω₀?","Step 1: Identify the given initial conditions for the series RLC circuit at angular frequency ω₀.
Step 2: At ω₀, the inductive reactance X_L = ω₀L = 16 Ω.
Step 3: At ω₀, the capacitive reactance X_C = 1/(ω₀C) = 32 Ω.
Step 4: The condition for resonance is when the inductive reactance equals the capacitive reactance, X_L' = X_C', at the new angular frequency ω' = k×ω₀. Then, angular frequency must be multiplied by 1.414.",1.414,-
CH201,"Given an RLC series circuit with fixed components. When the angular frequency is ω0, the inductive reactance X_L = 22 Ω and the capacitive reactance X_C = 198 Ω. To what multiple of ω0 must the angular frequency be adjusted for the circuit to resonate?","Step 1: At the initial angular frequency ω0, the inductive reactance X_L is 22 Ω and the capacitive reactance X_C is 198 Ω.
Step 2: The formulas for inductive and capacitive reactance are X_L = ωL and X_C = 1/(ωC).
Step 3: Using these formulas at ω0, we have ω0×L = 22 Ω and 1/(ω0×C) = 198 Ω.
Step 4: From these equations, L = 22/ω0 and C = 1/(198*ω0). Then, angular frequency must be multiplied by 3.",3.0,-
CH202,"In a series RLC circuit, at ω0, the inductor has an inductive reactance of 28 Ω and the capacitor has a capacitive reactance of 112 Ω. What multiple of ω0 should the angular frequency be changed to in order to achieve resonance?","Step 1: Recall the formulas for inductive reactance (XL) and capacitive reactance (XC) at a given angular frequency (ω).
Step 2: Use the given values at ω0 to express inductance (L) and capacitance (C). XL_0 = ω0 × L, so L = XL_0 / ω0 = 28 / ω0.
Step 3: XC_0 = 1 / (ω0 × C), so C = 1 / (ω0 × XC_0) = 1 / (112 × ω0).
Step 4: For resonance, the inductive reactance must equal the capacitive reactance (XL = XC). This occurs at the resonance angular frequency (ω_res), where ω_res² = 1 / (L × C). Then, angular frequency must be multiplied by 2.",2.0,-
CH203,"For a series RLC circuit with constant components, when the angular frequency is ω0, X_L = 36 Ω and X_C = 144 Ω. By what factor must the angular frequency be multiplied (relative to ω0) for resonance to occur?","Step 1: Identify the given inductive and capacitive reactances at the initial angular frequency ω0.
Step 2: Express the inductance L and capacitance C in terms of ω0 and the given reactances.
Step 3: State the condition for resonance in a series RLC circuit.
Step 4: Substitute the expressions for L and C into the resonance condition to find ω_res in terms of ω0. Then, angular frequency must be multiplied by 2.",2.0,-
CH204,"An RLC series circuit has constant component values. At ω0, the inductive reactance of the inductor is 42 Ω, and the capacitive reactance of the capacitor is 84 Ω. By what factor must ω be changed relative to ω0 for the circuit to be in resonance?","Step 1: Identify the given inductive and capacitive reactances at angular frequency ω0.
Step 2: At ω0, the inductive reactance X_L0 is 42 Ω, and the capacitive reactance X_C0 is 84 Ω.
Step 3: Recall that X_L = ωL and X_C = 1/(ωC).
Step 4: From the given information, ω0 × L = 42 Ω and 1/(ω0 × C) = 84 Ω. Then, angular frequency must be multiplied by 1.414.",1.414,-
CH205,"Consider an RLC series circuit. At the initial angular frequency ω0, X_L = 48 Ω and X_C = 192 Ω. The new angular frequency must be set to k×ω0. What is the value of k for the circuit to resonate?","Step 1: The initial inductive reactance is X_L = ω₀L = 48 Ω.
Step 2: The initial capacitive reactance is X_C = 1/(ω₀C) = 192 Ω.
Step 3: For the circuit to resonate, the inductive reactance must equal the capacitive reactance (X_L_res = X_C_res) at the new angular frequency ω_res.
Step 4: So, at resonance, ω_res L = 1/(ω_res C), which implies ω_res² = 1/(LC). Then, angular frequency must be multiplied by 2.",2.0,-
